mean,regionname,state
458042.9375,American Canyon,CA
302380.3125,Federal Way,WA
438779.125,Town of Skaneateles,NY
557795.3125,Lower Makefield,PA
1838999.75,La Canada Flintridge,CA
234999.203125,Clifton Park,NY
308545.28125,Altamonte Springs,FL
125206.023438,Monroe Township,MI
810036.4375,Arroyo Grande,CA
232326.109375,Port Saint Lucie,FL
368017.46875,Town of Amesbury,MA
165731.328125,Schererville,IN
1082562.625,West University Place,TX
682624.6875,Park City,UT
254834.140625,Laie,HI
224195.984375,Bedford,TX
384565.125,Waianae,HI
582363.1875,Bellevue,WA
953449.875,Head of the Harbor,NY
938023.875,Mountain Lakes,NJ
127340.5625,Alliance,OH
503766.15625,Naperville,IL
365881.625,Farmingdale,NY
190754.625,South Salt Lake,UT
384180.75,Eden,UT
208030.921875,Oak Island,NC
346170.71875,West WhittierLos Nietos,CA
244373.5,San Jacinto,CA
430193.40625,Brush Prairie,WA
425647.75,Cary,NC
316634.59375,Hebron,CT
314648.625,Ojus,FL
247096.390625,Medford,OR
568287.75,Pennsbury Township,PA
373252.1875,Bixby,OK
295811.65625,Riverbank,CA
294109.28125,Grand Junction,CO
294642.1875,Stallings,NC
99930.5234375,Adel,IA
296532.5625,Acworth,GA
122339.359375,Asbury Park,NJ
611899.25,Clyde Hill,WA
318228.03125,York Township,PA
557736.4375,Woodinville,WA
622465.3125,Brewster,MA
425933.375,Flagstaff,AZ
495443.84375,Normandy Park,WA
331107.875,Cottonwood Heights,UT
435846.65625,Kenmore,WA
248047.796875,Newington,CT
344636.96875,Norwalk,CA
562845.0625,Simi Valley,CA
1054512.625,Town of Westerly,RI
461137.65625,East Brandywine Township,PA
244965.46875,Spring Hill,TN
223216.0625,Bonners Ferry,ID
300780.6875,Maumee,OH
330627.625,South Gate,CA
316740.53125,Santa Clara,UT
413950.1875,Town of Hanson,MA
149943.78125,Plymouth,MN
408819.21875,Framingham,MA
269367.46875,Albany,GA
934784.0625,Laguna Niguel,CA
371677.03125,Virginia Beach,VA
490684.03125,Rancho Cucamonga,CA
485053.875,Westminster,CA
595645.1875,Sea Isle City,NJ
60875.5039062,McKeesport,PA
224173.890625,Calhan,CO
1785415.625,Manhattan Beach,CA
1779305.625,Saratoga,CA
1935177.5,Tisbury,MA
642022.8125,Moorpark,CA
281770.25,Marysville,WA
446374.71875,Wyndmoor,PA
623719.6875,Arcadia,CA
398429.375,Santee,CA
475803.1875,Warwick Township,PA
259686.75,Seffner,FL
113235.34375,Roseville,MI
610293.125,Kihei,HI
537093.125,Auburn,CA
191327.3125,Woods Cross,UT
195759.03125,Lehigh Acres,FL
168902.8125,Quincy,MA
322220.84375,Dayton,MN
348705.28125,Towamencin Township,PA
270047.8125,Bloomington,CA
201056.625,Mooresville,IN
189146.59375,Dalton,GA
335423.21875,Huntington Park,CA
236216.46875,Emerald Isle,NC
75918.0703125,Harrisonville,MO
814307.625,Montville,NJ
187972.6875,Beaufort,NC
531318.5,Heath,TX
324972.25,Berlin,CT
237365.46875,Lenexa,KS
1061963.25,Osprey,FL
509444.625,Glenwood Springs,CO
214335.34375,Mounds View,MN
254957.4375,Park Forest Village,PA
496593.375,Woodbridge,CT
235449.0,Manchester,MO
94178.71875,Pekin,IL
537569.375,Downers Grove,IL
124479.515625,Decatur,IN
317863.375,Lombard,IL
116779.921875,Hendersonville,TN
351606.03125,Alexandria,VA
195336.140625,Carlisle,PA
346508.34375,Lacey,NJ
915641.8125,New Albany,OH
85723.6953125,South Bend,IN
504970.65625,Pearl City,HI
360403.53125,Boring,OR
1142973.25,Westlake Village,CA
510824.875,La Mirada,CA
62784.7382812,Sumter,SC
151624.90625,Meriden,CT
521082.34375,Easton,MA
323108.4375,Okemos,MI
90180.3203125,New Palestine,IN
285543.34375,Wappinger,NY
1284115.75,Lafayette,CA
564054.1875,Redmond,WA
456883.09375,Maitland,FL
609689.6875,Lutherville Timonium,MD
747755.0625,Poway,CA
444065.09375,Fairfield,CA
307001.6875,East Millcreek,UT
643081.8125,Lynnfield,MA
305178.75,Nashville,TN
1367898.125,Orinda,CA
471151.28125,Kure Beach,NC
244429.3125,Ithaca,NY
837359.625,Delray Beach,FL
373123.75,Maple Grove,MN
188315.265625,Fairfield,OH
85465.0625,Angier,NC
331895.1875,Eatonville,WA
1198516.875,San Anselmo,CA
221008.4375,Bee Cave,TX
412694.6875,Candler,NC
537041.9375,Ocean Township,NJ
478492.34375,Boulder City,NV
84374.6953125,Bloomfield,CT
955754.0,Westhampton,NY
98211.6484375,Wenatchee,WA
102291.96875,Easthampton,MA
165549.796875,Xenia,OH
324665.5,Winter Garden,FL
85526.5078125,Uniontown,PA
87406.828125,Hazel Dell North,WA
591823.3125,Fountain Valley,CA
45146.1835938,McAlester,OK
361591.59375,Chandler,AZ
412647.25,Salinas,CA
291095.125,Randolph,MA
248829.3125,Dover,FL
329943.125,Flowery Branch,GA
75995.984375,Florence,KY
384428.3125,Yorktown,VA
466793.125,Artesia,CA
265355.03125,Lakewood,CO
155392.765625,Great Falls,MT
344516.4375,Clarkston,MI
452571.09375,Elkridge,MD
345914.46875,Mound,MN
351504.0,Oak Hills,OR
348729.6875,Gurnee,IL
216561.84375,Levittown,PA
251852.609375,Arvada,CO
116576.304688,Bessemer,AL
529043.5,Minnetrista,MN
231010.4375,El Paso,TX
305275.5,Pensacola,FL
284010.09375,Middletown,CT
270112.84375,Murfreesboro,TN
400400.4375,Town of New Milford,CT
269675.125,Palmyra,VA
222630.125,Fate,TX
433271.84375,Franklin,MA
364535.71875,Cambria,CA
761066.125,Darnestown,MD
1229273.75,Coto de Caza,CA
352137.78125,Applewood,CO
279397.59375,Sandy,UT
264312.84375,League City,TX
1326223.0,Great Neck,NY
327806.75,Georgetown,TX
274612.875,Merced,CA
381958.0625,Anacortes,WA
206871.484375,Elgin,IL
387935.28125,Boston,MA
221161.84375,Little Elm,TX
264871.09375,Fuquay Varina,NC
460856.21875,Mill Creek,WA
788953.8125,Bellaire,TX
188834.9375,Topeka,IN
171684.34375,Chicopee,MA
188957.03125,Bowling Green,OH
958250.4375,Palm Springs,CA
216713.25,Middlebury,IN
223467.0625,Eaton,CO
790951.625,Somers,NY
178165.859375,Fort Pierce,FL
77434.1328125,Swissvale,PA
363995.6875,Ashland,VA
1385890.375,Bernardsville,NJ
37740.1601562,Huntington,IN
81095.1796875,West Reading,PA
547195.375,San Marcos,CA
197949.390625,Boiling Springs,SC
221647.390625,Cottage Grove,MN
320658.625,Hopkins,MN
510167.3125,Lower Saucon Township,PA
275607.1875,Ladera Heights,CA
283879.125,Calimesa,CA
483610.03125,Alpharetta,GA
94351.40625,Town of Batavia,NY
404989.1875,Bel Air,MD
159969.484375,Town of Burlington,WI
272946.5625,Oatfield,OR
303609.25,Rancho Mirage,CA
340360.28125,Town of Wilbraham,MA
193908.4375,Woonsocket,RI
768109.625,Medina,MN
273662.25,Newman,CA
3143903.75,Los Altos Hills,CA
367340.15625,Murrieta,CA
365940.25,Fillmore,CA
280577.15625,Lakeland North,WA
250555.015625,Missoula,MT
80726.90625,Raymore,MO
286098.0,Overland Park,KS
937250.0625,Salisbury,CT
342567.0,Springfield Township,PA
150186.75,Eau Claire,WI
632134.1875,Milton,GA
672997.0,Tustin,CA
470028.15625,Roswell,GA
470969.875,Canyon Lake,CA
978478.4375,Mercer Island,WA
378170.59375,Lincoln,CA
80012.046875,Denton,TX
327534.59375,Washougal,WA
290378.3125,Jenkintown,PA
176179.515625,Crystal,MN
139439.765625,Plymouth,IN
232475.09375,Paso Robles,CA
232093.171875,McMinnville,OR
130140.960938,Town of Janesville,WI
2953562.25,Southampton,NY
483318.3125,Brentwood,CA
306468.6875,Timberwood Park,TX
644603.5,Satellite Beach,FL
330145.34375,Stillwater,MN
109665.0625,Malta,NY
265730.9375,Land O Lakes,FL
242295.1875,Burnsville,MN
221617.265625,Oakdale,MN
234768.671875,Brockton,MA
295053.375,Philomath,OR
166688.75,Littleton,MA
298315.5625,Hugo,MN
160699.203125,Muhlenberg Township,PA
269655.84375,Port Charlotte,FL
1077005.75,Millbrae,CA
430030.25,Bellflower,CA
285109.65625,Chapin,SC
233207.234375,Clermont,FL
70988.3515625,Lancaster,NY
557052.25,Monterey Park,CA
375006.53125,Tigard,OR
725817.3125,Yarrow Point,WA
848682.9375,Campbell,CA
246328.921875,Rosemont,CA
749819.5,Cockeysville,MD
169576.3125,West Valley City,UT
160975.90625,Geneseo,IL
581430.6875,Plainview,NY
153642.96875,Elkhart,IN
260098.390625,Eugene,OR
83614.859375,Lysander,NY
404052.96875,Avocado Heights,CA
321860.6875,Ellisville,MO
600716.0625,ArdenArcade,CA
301124.875,East Foothills,CA
81229.3203125,Dickinson,ND
287159.46875,Hummelstown,PA
238340.5625,North Las Vegas,NV
190153.015625,Rochester,NH
304346.21875,Auburn,GA
1071122.875,Half Moon Bay,CA
219906.03125,Oroville,CA
413395.96875,Ramapo,NY
339400.34375,Olympia Heights,FL
190624.5,North Bend,OR
254671.484375,San Bernardino,CA
247647.796875,Columbus,IN
160467.0625,Town of Plattsburgh,NY
132514.859375,Shelbyville,IN
1200982.875,Rolling Hills,CA
689181.25,White Plains,NY
367822.125,Spanish Fort,AL
523665.9375,Martinez,CA
67230.921875,York,PA
507072.96875,North Druid Hills,GA
203117.671875,Ludlow,MA
207832.53125,Lithonia,GA
610783.25,Ocean City,MD
267857.4375,Frederick,CO
140026.5,Marion,IN
1088109.0,Belmont,CA
272759.46875,Roanoke,VA
311848.21875,Lubbock,TX
296263.90625,Graham,WA
135120.890625,Brownsville,TX
198689.15625,Stafford Springs,CT
218613.65625,Town of Newburgh,NY
71102.0078125,Rocky Mount,NC
946063.5625,Mahwah,NJ
430536.8125,Roseville,CA
434242.125,Wilsonville,OR
382079.53125,Milford,CT
148953.8125,Town of Horseheads,NY
190024.09375,Taylorsville,UT
1020831.5,Foster City,CA
497410.15625,Doylestown Township,PA
2518307.25,North Haven,NY
1181374.375,Hinsdale,IL
99781.5234375,Lynn,MA
1422270.5,Larkspur,CA
184707.234375,Florence,AZ
326216.875,Lake Stevens,WA
414467.03125,Hollister,CA
281989.90625,Greenacres,FL
21706.4257812,Sandusky,OH
243410.046875,Louisburg,KS
165281.125,Atascosa,TX
206789.5625,Conshohocken,PA
520305.5,Brookline,MA
311754.34375,Dracut,MA
232291.5625,South Weber,UT
407545.625,North Wales,PA
157567.46875,Ogden,UT
541221.4375,Watertown,MA
365667.46875,Exton,PA
31429.71875,Saginaw,MI
542953.0,Makawao,HI
112530.921875,Montgomery,AL
494211.84375,Saint James,NY
215634.140625,Wimauma,FL
59474.296875,Sugar City,ID
71262.6484375,Windsor Locks,CT
588486.3125,Bedford,MA
550678.9375,Estes Park,CO
353819.3125,Oronoco,MN
239778.3125,Cleveland,GA
344286.78125,East Bridgewater,MA
285523.71875,Ocoee,FL
133579.515625,Springfield,MA
505379.9375,Herndon,VA
367811.28125,Schaumburg,IL
477004.09375,Eastham,MA
357769.1875,Limerick,PA
1506826.25,Shelter Island Heights,NY
133773.5,Parma,OH
415837.03125,Raleigh,NC
431576.84375,Kahului,HI
780491.25,Panama City Beach,FL
263967.46875,Cartersville,GA
414725.46875,San Lorenzo,CA
645362.625,Dedham,MA
175670.28125,Egypt LakeLeto,FL
507478.4375,Alum Rock,CA
443964.59375,La Habra Heights,CA
48251.0039062,Hornell,NY
276757.0,Waxahachie,TX
554568.25,Clarkson Valley,MO
338813.25,Lakeville,MN
267106.4375,Five Corners,WA
195981.125,Kuna,ID
242535.34375,Brandon,FL
585776.5625,Long Beach,NY
926240.0,San Ramon,CA
66559.0390625,Roy,WA
548494.5625,Branford,CT
255892.765625,Town of Montgomery,NY
263639.34375,Culpeper,VA
228457.828125,Avon,IN
288459.125,Maryville,TN
340000.71875,Coconut Creek,FL
602270.4375,Wall Township,NJ
22047.3886719,Warren,OH
48661.8476562,Walnut Grove,WA
193184.34375,Country Homes,WA
44775.5039062,Independence,MO
622112.75,Clifton,VA
184630.921875,Saint John,IN
205376.3125,Amherst,OH
462719.8125,Commack,NY
400870.6875,Highland,UT
665273.5,Denville,NJ
178794.375,Helena,MT
722719.375,Town of Stonington,CT
363203.59375,Holly Springs,NC
54755.8242188,Fayetteville,NC
188728.515625,Decatur,GA
515117.71875,Franklin,TN
873485.375,Sherborn,MA
665725.375,Castro Valley,CA
315657.0,Lynwood,CA
383382.78125,Port Townsend,WA
333146.5625,Valinda,CA
281454.25,Tukwila,WA
248231.734375,Taunton,MA
399750.96875,Town of Hampton,NH
96868.2734375,Mount Vernon,WA
1031861.5625,Agoura Hills,CA
218043.375,Seaside,OR
180481.921875,Covington,GA
2086477.375,Westhampton Beach,NY
610134.3125,Newark,CA
1879893.125,Bronxville,NY
326950.15625,Algonquin,IL
471304.84375,Garden Grove,CA
333831.3125,Rockcreek,OR
409332.53125,Jupiter,FL
315423.75,Woodstock,CT
299432.53125,Waller,WA
687243.625,Brookeville,MD
122873.492188,Orangeburg,SC
589971.125,Pompano Beach,FL
186983.53125,Kenosha,WI
588230.5625,Reston,VA
452117.21875,Denver,NC
464430.25,Mount Airy,MD
319801.3125,West New York,NJ
340014.71875,Garden City,ID
1426847.25,Alamo,CA
285544.09375,Queensbury,NY
196408.4375,Philadelphia,PA
270832.9375,Peyton,CO
479414.75,Rosemead,CA
899051.0625,Fremont,CA
1550220.875,Rolling Hills Estates,CA
776426.0625,Granite Bay,CA
910442.1875,Mt Pleasant,NY
262486.34375,Norfolk,VA
254614.453125,Rowland Heights,CA
586201.3125,Town of Lenox,MA
439902.34375,Columbia,MD
173357.03125,Pasco,WA
982573.25,Easttown Township,PA
531082.6875,La Mesa,CA
767802.875,Lavallette,NJ
386296.46875,Wading River,NY
865511.5,Kensington,CA
219655.828125,Dallas,TX
278287.5625,Spicewood,TX
258871.078125,Corpus Christi,TX
560479.375,Fort Hunt,VA
93243.7734375,Shelbyville,KY
186232.125,Olmsted Falls,OH
310770.34375,La Puente,CA
153298.390625,Craig,CO
416112.9375,Boerne,TX
880214.0625,Charlestown Township,PA
236837.34375,Casper,WY
1291467.25,Cambridge,MA
295358.3125,Uxbridge,MA
1210715.75,Princeton,NJ
322632.4375,Gilbert,AZ
8383.1328125,Mahanoy City,PA
189166.265625,Bethel Park,PA
661329.375,Kendall,FL
164428.515625,Clawson,MI
271520.0625,Parrish,FL
108382.734375,Cooperstown,NY
512177.53125,Vista,CA
150109.234375,Spotsylvania,VA
1079544.25,Pleasanton,CA
796783.5625,Town of Falmouth,MA
196708.03125,Otis OrchardsEast Farms,WA
2758733.0,Indian River Shores,FL
238713.25,Shawnee,KS
247163.859375,East Pennsboro,PA
83160.2421875,Three Rivers,MI
743495.6875,New Rochelle,NY
78528.109375,Kalamazoo,MI
431105.75,Fairhope,AL
465024.90625,Louisville,CO
185695.1875,Spring Hill,FL
210240.96875,Florin,CA
380114.90625,Rancho Cordova,CA
195006.03125,Fountain,CO
360193.90625,Arden Hills,MN
212997.59375,Doral,FL
370794.90625,Woburn,MA
335595.75,Morrisville,NC
310569.125,Chesterfield,VA
108977.109375,Springfield,OH
472023.9375,Guilford,CT
242795.578125,Hurricane,UT
123865.867188,Sumas,WA
345567.8125,Lexington,KY
148773.5,Washington,MI
589243.0625,Benicia,CA
221333.734375,Wright,FL
83129.3203125,Olivehurst,CA
291825.28125,Rocky River,OH
397180.4375,Antioch,CA
148404.015625,Terre Haute,IN
222904.8125,Shirley,NY
412033.8125,Lucas,TX
598405.5,Huntington Beach,CA
78608.4375,East Cleveland,OH
589078.375,Healdsburg,CA
163467.0625,Phoenixville,PA
761741.0,Rockville Centre,NY
984310.25,Warren,NJ
229024.5,Green,OH
618226.8125,Brookhaven,GA
343611.6875,Inver Grove Heights,MN
339914.0625,Arlington,WA
333664.21875,Arlington,VA
266786.34375,Pleasant Grove,UT
213439.765625,Fairwood,WA
272810.875,Pismo Beach,CA
308073.125,Cheltenham,PA
321270.625,Yorkville,IL
1083595.25,Encinitas,CA
297693.96875,South Whitehall Township,PA
119036.148438,Grand Rapids,MI
248471.484375,Grand Haven,MI
368048.75,Moseley,VA
295352.9375,Corvallis,OR
413333.1875,Ashland,MA
327098.875,Orlando,FL
259584.734375,Whitehall,MI
325605.21875,East Longmeadow,MA
349371.5,Corcoran,MN
440202.5625,Bellmore,NY
682193.3125,Oak Park,CA
2150234.75,San Marino,CA
512489.625,Sandy Hook,CT
425682.71875,Solon,OH
341497.90625,Billerica,MA
344329.78125,Bonney Lake,WA
206560.640625,Northfield,OH
327965.375,Springboro,OH
275166.25,Fishersville,VA
599893.9375,Sparta,NJ
330286.71875,Wedgefield,FL
527549.8125,Narragansett,RI
332050.96875,Vero Beach,FL
601660.75,Miami,FL
315896.03125,Wyncote,PA
1005506.375,Lewisboro,NY
313228.90625,Blue Ash,OH
103813.65625,Stanley,NC
286220.875,Glendale,AZ
303051.84375,Colbert,WA
448412.4375,Eagle,ID
451963.0625,West Hartford,CT
1690736.125,Hermosa Beach,CA
816937.125,Yorba Linda,CA
190470.6875,Duncanville,TX
298903.65625,Belmont,NC
385025.75,Haleiwa,HI
196159.03125,Albemarle,NC
687463.3125,El Cerrito,CA
107377.109375,Barberton,OH
1147493.75,Haverford,PA
339196.40625,Edgewood,WA
379467.4375,Greater Upper Marlboro,MD
170967.46875,Deltona,FL
775293.9375,Aliso Viejo,CA
112128.109375,Munster,IN
444593.65625,Lakewood,CA
240708.03125,Oak Lawn,IL
215377.90625,Country Knolls,NY
46551.8085938,Cape Girardeau,MO
220912.453125,Cleveland Heights,OH
373870.15625,Upper Saint Clair,PA
182379.515625,Hermiston,OR
169480.71875,Kelso,WA
216404.421875,Palm Bay,FL
394265.40625,Severn,MD
252005.21875,Sachse,TX
156367.875,Arvin,CA
143066.671875,Canton,NC
452259.46875,Webster Groves,MO
479064.65625,Sisters,OR
181385.546875,Casa Grande,AZ
209763.859375,Hayward,CA
773432.8125,Englewood,NJ
113980.726562,Newberry,FL
229987.953125,Walla Walla,WA
230838.15625,Dallas,OR
389026.21875,New Castle,CO
196520.078125,Atlantic Beach,NC
681424.1875,Davie,FL
176615.65625,Monroeville,PA
547648.0625,Nevada City,CA
193121.28125,Fort Lupton,CO
514620.875,Campton Hills,IL
233530.125,Royal Palm Beach,FL
785611.3125,Bourne,MA
398501.21875,Temecula,CA
321857.03125,Buckley,WA
193501.609375,Kingston,NY
504255.03125,Richfield,OH
607230.3125,Morganville,NJ
180514.859375,Torrington,CT
573982.125,Bexley,OH
241931.328125,La Riviera,CA
143455.421875,San Pablo,CA
741636.1875,Rockport,MA
291436.09375,South Miami Heights,FL
589506.6875,Shorewood,MN
358624.21875,Midlothian,VA
317642.21875,South Jordan,UT
268739.34375,White Center,WA
91364.65625,Topeka,KS
118084.335938,Frankfort,IN
434036.1875,Chino,CA
79895.984375,West York,PA
756499.6875,Santa Clara,CA
442786.6875,Duvall,WA
254444.171875,Gladstone,OR
137614.0625,Lynden,WA
577559.5625,El Dorado Hills,CA
166717.265625,Todd Creek,CO
896678.875,Sonoma,CA
1040839.9375,Moraga,CA
81870.28125,Climax,NC
240401.609375,Bucyrus,KS
401610.28125,Gardena,CA
662914.3125,Clayton,CA
459770.15625,Germantown,MD
235479.109375,Holly,MI
377282.375,Westchase,FL
461296.8125,Black Forest,CO
312575.53125,Turlock,CA
163790.765625,Edinburg,TX
325978.21875,Wethersfield,CT
157714.453125,Wheatfield,NY
472391.59375,Lake Elmo,MN
369605.6875,Shoreline,WA
368614.0625,Wyomissing,PA
328171.0625,Waterford,CT
54591.5664062,Wooster,OH
256689.5625,Passaic,NJ
457417.0,Huntingtown,MD
451296.78125,Castle Rock,CO
409692.65625,Miramar,FL
982127.4375,Sunnyvale,CA
1697400.75,Mill Valley,CA
382291.1875,Winchester,MA
100821.6875,Ardmore,OK
443264.90625,Glendale,MO
354916.1875,Woodbury,MN
378323.25,Mundelein,IL
341372.59375,Midland,GA
334470.1875,Ivins,UT
767550.3125,Carlsbad,CA
346460.59375,Town of Pepperell,MA
266251.40625,Wesley Chapel,FL
76791.96875,Montrose,CO
387084.28125,Woodbury,NY
102085.140625,South Hadley,MA
148411.640625,Adrian Township,MI
858093.875,Wrightstown,PA
198861.84375,Desoto,TX
520170.28125,Discovery Bay,CA
689214.9375,Celebration,FL
172275.90625,Town of Dryden,NY
224846.59375,Kiryas Joel,NY
442933.65625,Denver,CO
442985.65625,Chanhassen,MN
520742.15625,Novi,MI
505181.9375,Tarpon Springs,FL
107724.09375,Euclid,OH
314631.65625,Somers,CT
57387.5507812,Reading,PA
696769.6875,Birmingham,MI
168108.828125,Waltham,MA
209397.984375,Pittsfield,MA
234799.203125,Sebring,FL
245575.09375,Willow Grove,PA
192775.5,Nampa,ID
274700.40625,Arlington,TN
170214.0625,Pueblo,CO
262543.78125,Redmond,OR
192165.46875,SecurityWidefield,CO
199365.0625,Burleson,TX
431100.6875,East Northport,NY
648512.375,Napa,CA
187364.25,New Castle,DE
263906.8125,Kaysville,UT
189775.09375,McCordsville,IN
221518.078125,Fall River,MA
126792.773438,Town of Victor,NY
417903.21875,Belle Isle,FL
400398.96875,Forest Hills,MI
441221.3125,Peters Township,PA
390845.3125,Ridgefield,WA
238888.75,Plant City,FL
103742.96875,Bismarck,ND
149231.734375,Beavercreek,OH
469779.3125,Palatine,IL
208105.21875,Nicholasville,KY
741817.3125,Sebastopol,CA
304405.34375,Seymour,CT
75018.875,Red Oak,TX
674916.75,Edgewater,MD
142188.75,Killeen,TX
117382.328125,Kent,OH
196915.65625,Cedar Hill,TX
122816.46875,Deming,WA
304234.625,Town of Londonderry,NH
264195.96875,North Royalton,OH
198665.46875,Town of Foxborough,MA
245756.21875,Freeport,FL
244103.609375,Perth Amboy,NJ
456504.46875,Buena Park,CA
300983.59375,Covington,WA
437581.1875,Roslyn Heights,NY
281112.875,Waconia,MN
233673.09375,Davis,CA
236962.65625,Lanham Seabrook,MD
282584.78125,Ceres,CA
927095.375,Greenwich,CT
228622.09375,New Carrollton,MD
132247.796875,Frisco,TX
279406.46875,Lawrence,KS
728238.4375,Southborough,MA
471326.46875,Villa Hills,KY
869046.5625,Stamford,CT
759804.375,Kailua,HI
226721.28125,Deer Park,WA
339504.46875,Winchester,CA
487715.09375,Castaic,CA
1171511.0,Concord,MA
330950.5,Upper Macungie,PA
637929.0625,Wayzata,MN
55056.625,Ferguson,MO
267314.46875,Des Moines,WA
900907.25,Clarendon Hills,IL
406647.1875,Montpelier,VA
95178.71875,Brenham,TX
171039.359375,Santa Clarita,CA
389574.8125,Loma Linda,CA
318589.5,Woodland Park,CO
196189.15625,Shipshewana,IN
725387.8125,Albany,CA
887087.9375,Barrington Hills,IL
261749.796875,West Sacramento,CA
132555.015625,Crown Point,IN
179555.015625,Town of Rotterdam,NY
224566.671875,Cheyenne,WY
371232.0,Accokeek,MD
85869.8828125,Hot Springs,AR
626058.0625,Town of Scituate,MA
455629.6875,Oceanside,CA
439959.71875,Apollo Beach,FL
690072.5,Davidsonville,MD
532158.375,New London,NH
476230.8125,Kirkland,WA
1308331.75,Avalon,NJ
50140.9648438,Hope Mills,NC
326536.53125,Saint Augustine,FL
84967.46875,Merrillville,IN
724003.0,Indian Wells,CA
388946.0625,Beverly Hills,MI
72865.0625,Norwich,CT
69322.890625,Erie,PA
338071.46875,Eagan,MN
203735.34375,Arnold,MD
548124.0,Rose Hill,VA
297798.03125,Apple Valley,MN
384893.6875,Baldwin,NY
280724.0625,Concord,NH
539552.5625,East Marlborough Township,PA
150285.140625,La Grande,OR
282118.09375,Salmon Creek,WA
505581.375,Reading,MA
751774.3125,Southwest Ranches,FL
257575.09375,Westwood Lake,FL
332390.8125,Malden,MA
196422.890625,Conway,NH
439372.65625,Hedwig Village,TX
170144.578125,Caldwell,ID
82698.390625,West Springfield,MA
661300.0,Thousand Oaks,CA
661966.125,Hollywood,FL
326188.78125,East Los Angeles,CA
378179.65625,Enumclaw,WA
259938.15625,New Brighton,MN
471407.5625,East Lyme,CT
148187.953125,North Platte,NE
311391.625,Allen,TX
415872.28125,Silver Spring Township,PA
426645.40625,New York,NY
1957430.75,Palos Verdes Estates,CA
147522.890625,Afton,MN
309439.34375,Richland Township,PA
178628.109375,East Hartford,CT
203743.375,Bryan,TX
251099.203125,Springfield,MO
653104.0,Barrington,RI
703938.8125,Catalina Foothills,AZ
842425.0,Town of Duxbury,MA
1475381.75,Lighthouse Point,FL
947633.875,La Quinta,CA
686774.875,Harvard,MA
332575.03125,Manheim Township,PA
199733.734375,Colville,WA
327871.875,Mableton,GA
1045840.6875,Bethesda,MD
1040010.9375,Chevy Chase,MD
172504.421875,Augusta,GA
166054.21875,Mesquite,TX
74618.4765625,Lawrence,MA
280700.78125,Navarre,FL
300367.03125,Fort Washington,MD
144564.65625,Union,NY
353062.5625,Sellersville,PA
525420.75,Lake Placid,NY
296675.125,Southwick,MA
355934.59375,Damascus,OR
576151.3125,La Verne,CA
209128.921875,Paterson,NJ
543334.1875,Concord,CA
352782.71875,Salt Lake City,UT
461317.9375,Miller Place,NY
279846.1875,Lancaster,CA
285760.21875,Town and Country,MO
230259.03125,Selah,WA
100148.195312,Chelsea,MA
192606.421875,Robbinsdale,MN
250121.28125,Lehi,UT
246333.734375,Lawrenceville,GA
276917.6875,O Fallon,MO
315674.40625,Dupont,WA
264956.625,Anderson,SC
81030.921875,Town of Oneonta,NY
642341.125,Kaneohe,HI
691083.5625,Richmond Heights,MO
253094.375,Albany,OR
69099.6015625,Rexburg,ID
251863.859375,Hyde Park,NY
999130.6875,Berkeley,CA
702398.0625,Burbank,CA
584337.8125,Kailua Kona,HI
395136.09375,Felida,WA
280673.5,Cary,IL
315945.0625,Bryn MawrSkyway,WA
210022.890625,Sanford,NC
1920667.25,Piedmont,CA
434156.59375,Richmond,VA
59828.515625,Peoria,IL
196447.390625,Longview,WA
368658.625,Tewksbury,MA
139279.921875,Blissfield,MI
256286.34375,Camp Hill,PA
235804.8125,Burrillville,RI
566258.1875,SetauketEast Setauket,NY
126077.914062,Richmond,IN
267644.1875,Riverton,UT
241961.84375,Garland,TX
415251.09375,Draper,UT
73265.0625,Powell,WY
1905878.375,Los Altos,CA
147608.828125,Washington Terrace,UT
149493.171875,The Crossings,FL
899837.3125,Town of Hingham,MA
386110.78125,Pico Rivera,CA
357558.71875,Hudson,OH
242249.390625,Springfield,IL
871676.3125,Destin,FL
152235.75,Cicero,IL
107395.179688,Hadley,MA
472829.53125,Miami Lakes,FL
393700.3125,Norton,MA
506548.5,Westbrook,CT
371138.90625,Ridgeland,MS
418077.625,Town of Exeter,NH
606486.875,Parkland,FL
192034.140625,Glendale Heights,IL
279895.1875,Durham,NC
650844.6875,West Windsor,NJ
28825.3007812,Connersville,IN
144286.75,Ruskin,FL
431992.8125,Fallston,MD
901123.25,Wyckoff,NJ
336637.71875,Paradise,CA
144887.953125,Punta Gorda,FL
390604.09375,Hoffman Estates,IL
826968.6875,Scottsdale,AZ
451666.25,Cooper City,FL
232218.078125,Town of East Greenbush,NY
285465.5,Woodway,TX
71120.484375,Council Bluffs,IA
286848.25,Hanover Township,PA
570682.625,Gulf Shores,AL
288008.09375,Evans,GA
260892.375,Town of Hudson,NH
515187.875,Cypress,CA
343791.9375,Oro Valley,AZ
404316.40625,West Hempstead,NY
491551.0625,Orland Park,IL
571519.4375,Ashburn,VA
212363.046875,Grove City,OH
919335.9375,Briarcliff Manor,NY
370300.28125,Heber City,UT
104766.265625,Town of Lockport,NY
68344.1796875,Monticello,IN
157548.1875,Idaho Falls,ID
309579.90625,Molalla,OR
279458.28125,Goodyear,AZ
230708.03125,Royal Oak,MI
349997.96875,Weymouth,MA
1116498.875,Corte Madera,CA
230784.34375,Syracuse,UT
155371.484375,Ypsilanti,MI
