mean,regionname
0.281165309014,Lewiston, ID-WA
0.208603774409,Sebring, FL
5.80572952295e-12,Baltimore-Columbia-Towson, MD
0.193428970882,Winchester, VA-WV
1.07881867939e-06,Hickory-Lenoir-Morganton, NC
0.249547270448,Cheyenne, WY
1.16225004357e-10,Detroit-Dearborn-Livonia, MI Metropolitan Division
0.21639264669,Salem, OR
4.1539723084e-07,Lafayette-West Lafayette, IN
1.01371729056e-12,West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division
5.98413008907e-06,York-Hanover, PA
1.00247292133,Sumter, SC
0.325282058181,Decatur, AL
1.44668237671e-12,New Orleans-Metairie, LA
2.31004141346e-12,Portland-Vancouver-Hillsboro, OR-WA
0.633530625268,Los Alamos County, New Mexico nonmetropolitan area
0.252218667992,Memphis, TN-MS-AR
4.66061451746e-06,Harrisburg-Carlisle, PA
0.212176577628,Nassau County-Suffolk County, NY Metropolitan Division
0.297059037535,Walla Walla, WA
0.168115160903,Ann Arbor, MI
6.30708679359e-07,Hanford-Corcoran, CA
0.378957424941,Portsmouth, NH-ME
5.36874340938e-12,Lowell-Billerica-Chelmsford, MA-NH NECTA Division
0.0537113414429,Danville, IL
0.200594667301,Missoula, MT
0.161280209896,Charleston, WV
6.54176848558e-13,Oakland-Hayward-Berkeley, CA Metropolitan Division
0.654607291951,Kennewick-Richland, WA
0.240810456266,Beaumont-Port Arthur, TX
0.188909905547,Framingham, MA NECTA Division
0.575266971046,Toledo, OH
2.05420358108e-06,Green Bay, WI
3.69503355908e-06,Kalamazoo-Portage, MI
0.282910799923,Las Cruces, NM
5.57497009987e-07,New Bedford, MA
0.414774764538,Monroe, MI
0.22165001837,Fayetteville, NC
0.240199059731,Wichita Falls, TX
1.26992586727e-12,Sacramento--Roseville--Arden-Arcade, CA
0.231662116799,Provo-Orem, UT
0.355418989334,Columbus, GA-AL
0.11150142802,Gainesville, GA
2.67958441202e-12,Dallas-Plano-Irving, TX Metropolitan Division
0.325560260653,Columbus, IN
0.305244644863,Warner Robins, GA
2.03036348869e-12,Orlando-Kissimmee-Sanford, FL
0.0620814947305,Southwest Washington nonmetropolitan area
1.93803017089e-06,Capital/Northern New York nonmetropolitan area
0.185269868867,Corvallis, OR
1.90251079583e-06,Cleveland-Elyria, OH
0.227603641267,Corpus Christi, TX
0.251404265111,Waco, TX
0.270996928263,Little Rock-North Little Rock-Conway, AR
0.202946249367,Watertown-Fort Drum, NY
7.22275655107e-14,Miami-Miami Beach-Kendall, FL Metropolitan Division
0.224026607358,Jackson, TN
1.16929722999e-06,Leominster-Gardner, MA
0.126631861007,Tallahassee, FL
0.305131961712,Albany, OR
0.333283641189,Rockford, IL
0.275745722188,Jackson, MI
0.188340188976,Grants Pass, OR
0.633596009398,Binghamton, NY
0.226964831568,Boise City, ID
9.12905059139e-13,Silver Spring-Frederick-Rockville, MD Metropolitan Division
0.0386943462384,Great Falls, MT
0.290212123245,Yuba City, CA
0.0546067665149,Youngstown-Warren-Boardman, OH-PA
7.93185378166e-12,Hartford-West Hartford-East Hartford, CT
0.0689246659719,Santa Fe, NM
1.07326884301e-12,Denver-Aurora-Lakewood, CO
1.04304573741e-06,Jacksonville, FL
1.5395961507e-12,Staunton-Waynesboro, VA
7.84008977568e-18,Nashville-Davidson--Murfreesboro--Franklin, TN
0.150106881565,Raleigh, NC
0.196597769181,Lebanon, PA
0.277998682002,Elgin, IL Metropolitan Division
0.0899164186018,Southeast Minnesota nonmetropolitan area
0.311082159711,Duluth, MN-WI
0.214833670505,State College, PA
0.202692526752,Eugene, OR
0.0651804046172,Northwest Washington nonmetropolitan area
0.171536257686,Portland-South Portland, ME
1.01430888689e-11,Bowling Green, KY
1.63709034546e-13,San Jose-Sunnyvale-Santa Clara, CA
0.272529459878,Springfield, OH
0.44988882555,Victoria, TX
3.74409413867e-13,Anaheim-Santa Ana-Irvine, CA Metropolitan Division
1.5137120912e-06,Evansville, IN-KY
0.376014698427,Punta Gorda, FL
0.203829188238,Peoria, IL
5.67812609322e-07,Carson City, NV
0.234236094961,Jackson, MS
0.133629352311,Lincoln, NE
8.37977313224e-19,Atlanta-Sandy Springs-Roswell, GA
0.351087325702,Pueblo, CO
0.0812994284858,Southeast Oklahoma nonmetropolitan area
0.156092903201,Odessa, TX
0.203026266133,Salisbury, MD-DE
0.536371621472,Florence-Muscle Shoals, AL
0.183226665252,Charleston-North Charleston, SC
2.04505936004e-06,East Central New York nonmetropolitan area
0.0951243523395,San Rafael, CA Metropolitan Division
0.779813717394,Niles-Benton Harbor, MI
0.855126101892,Grand Forks, ND-MN
1.06182770322,Cape Girardeau, MO-IL
1.28562735557e-11,South Bend-Mishawaka, IN-MI
1.55394413663e-06,Spokane-Spokane Valley, WA
0.174606619866,New Haven, CT
0.847716386212,Omaha-Council Bluffs, NE-IA
0.252248406867,Newark, NJ-PA Metropolitan Division
9.70491020555e-12,Lawrence-Methuen Town-Salem, MA-NH NECTA Division
0.253451751504,El Paso, TX
3.46873528392e-07,Charlottesville, VA
0.289738420908,Greeley, CO
0.181145815828,Lubbock, TX
2.83840791191e-06,Salinas, CA
0.617952992885,Akron, OH
0.152297720824,Southwest Wyoming nonmetropolitan area
5.44072767097e-12,Las Vegas-Henderson-Paradise, NV
3.39884287514e-07,Carbondale-Marion, IL
1.83316244347e-06,Burlington-South Burlington, VT
1.46388962765e-17,Deltona-Daytona Beach-Ormond Beach, FL
0.109034156827,Napa, CA
1.94527551685e-06,Greenville, NC
9.06050519962e-07,Visalia-Porterville, CA
0.304890789429,Mankato-North Mankato, MN
