mean,regionname
0.0393446781172,Southwest Washington nonmetropolitan area
3.03293033441e-12,Baltimore-Columbia-Towson, MD
5.13081693397e-14,Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division
0.189853896582,Hattiesburg, MS
0.107613060919,Grand Junction, CO
7.60578671977e-14,Los Angeles-Long Beach-Glendale, CA Metropolitan Division
1.68793475077e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division
0.0294927336173,Youngstown-Warren-Boardman, OH-PA
0.0628367553105,Worcester, MA-CT
0.0922175345771,Montgomery, AL
0.186880958337,Saginaw, MI
0.147195839152,Cincinnati, OH-KY-IN
0.115061970832,Beaumont-Port Arthur, TX
2.07618781512e-06,Kalamazoo-Portage, MI
6.67988896297e-07,Grand Rapids-Wyoming, MI
0.0929973674714,Jonesboro, AR
1.18111237645e-11,Greenville-Anderson-Mauldin, SC
3.1544233103e-12,Las Vegas-Henderson-Paradise, NV
8.15808252651e-07,Cape Coral-Fort Myers, FL
0.0838808234968,Southwest Wyoming nonmetropolitan area
1.09812704485e-12,Lynn-Saugus-Marblehead, MA NECTA Division
0.222094760058,East Kentucky nonmetropolitan area
0.165378860276,Pittsfield, MA
0.184276059259,Columbus, IN
0.0380362494984,Central Washington nonmetropolitan area
0.338428091765,Abilene, TX
4.09087784069e-07,Montgomery County-Bucks County-Chester County, PA Metropolitan Division
0.0482278972501,Southeast Nebraska nonmetropolitan area
1.85458772016e-07,Charlottesville, VA
0.195418279651,Lake County-Kenosha County, IL-WI Metropolitan Division
3.79101322077e-07,Augusta-Richmond County, GA-SC
0.100628083994,New Haven, CT
0.0756862214944,Tyler, TX
5.88037331469e-07,Haverhill-Newburyport-Amesbury Town, MA-NH NECTA Division
3.535435303e-07,Tacoma-Lakewood, WA Metropolitan Division
8.6391936652e-13,Staunton-Waynesboro, VA
5.45225336951e-07,Dover-Durham, NH-ME
0.139326658094,Bloomington, IL
0.0749049168242,Northwest Wyoming nonmetropolitan area
0.206809189226,Eau Claire, WI
0.0606968343113,Gainesville, FL
0.0828206706907,Odessa, TX
0.156791485405,Lynchburg, VA
0.322045921787,Bismarck, ND
0.11990026898,Provo-Orem, UT
0.122909594347,Newark, NJ-PA Metropolitan Division
0.138489987017,Las Cruces, NM
0.163531479953,Elgin, IL Metropolitan Division
0.153394943547,Decatur, AL
6.16339464052e-10,Buffalo-Cheektowaga-Niagara Falls, NY
0.106447160143,Danbury, CT
0.127538759025,Waco, TX
0.0520151788707,Ocean City, NJ
2.36422566931e-13,Hilton Head Island-Bluffton-Beaufort, SC
3.40998695286e-07,Stockton-Lodi, CA
0.128064523981,Elizabethtown-Fort Knox, KY
1.75164438139e-12,Virginia Beach-Norfolk-Newport News, VA-NC
8.79186648408e-07,Evansville, IN-KY
0.156448454962,Yuba City, CA
0.190532913214,Portsmouth, NH-ME
3.17819616851e-07,Bend-Redmond, OR
0.143304406995,Rocky Mount, NC
0.100859415651,Fort Collins, CO
0.112103168095,Corvallis, OR
2.40198061453e-06,Salt Lake City, UT
1.1718150692e-06,Austin-Round Rock, TX
8.15506621984e-12,Indianapolis-Carmel-Anderson, IN
1.11199554428e-18,Warren-Troy-Farmington Hills, MI Metropolitan Division
1.42870490294e-06,Salinas, CA
0.129811121186,Dayton, OH
0.174634262222,Springfield, MA-CT
2.05402340859e-12,Anniston-Oxford-Jacksonville, AL
1.0063568064e-12,Riverside-San Bernardino-Ontario, CA
0.438690213614,Lexington-Fayette, KY
1.30556462813e-12,Dallas-Plano-Irving, TX Metropolitan Division
0.137337336039,State College, PA
0.0790213413683,Raleigh, NC
0.156473541031,Albany, GA
0.173816866171,Springfield, IL
0.848811063039,Michigan City-La Porte, IN
0.142574598806,Jackson, MI
0.39242343147,Bay City, MI
0.132630187387,Nashua, NH-MA NECTA Division
1.22488555341e-07,Birmingham-Hoover, AL
4.29214206156e-19,Atlanta-Sandy Springs-Roswell, GA
0.206701350571,Monroe, MI
0.106151500756,Ocala, FL
1.67309110346e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV
0.427786342874,Athens-Clarke County, GA
0.494885371697,Flint, MI
0.111769841568,El Paso, TX
0.335237656675,Akron, OH
1.00918244753e-06,Greenville, NC
1.14420129895e-06,East Central New York nonmetropolitan area
0.116917883393,Knoxville, TN
0.118821814163,Merced, CA
0.0981370258566,Redding, CA
0.320224027697,Toledo, OH
3.07485706314e-06,York-Hanover, PA
0.166769470134,Mankato-North Mankato, MN
0.108676816949,Dalton, GA
0.139493140539,Dover, DE
0.220200491619,Waterbury, CT
0.117948952595,Bakersfield, CA
0.0972299425735,Winchester, VA-WV
0.116592659322,Chattanooga, TN-GA
0.139518596631,Memphis, TN-MS-AR
0.0988649382518,Modesto, CA
0.302509621757,Racine, WI
0.0656626464052,Prescott, AZ
0.143298200625,Cheyenne, WY
3.60903550662e-14,Miami-Miami Beach-Kendall, FL Metropolitan Division
0.248078228343,Central Kentucky nonmetropolitan area
5.60813262002e-12,Lawrence-Methuen Town-Salem, MA-NH NECTA Division
7.66145275194e-18,Deltona-Daytona Beach-Ormond Beach, FL
0.194072771486,Hagerstown-Martinsburg, MD-WV
0.296894402103,Burlington, NC
3.24663336676e-06,Elkhart-Goshen, IN
6.78136738528e-07,Daphne-Fairhope-Foley, AL
0.0936827944733,Peoria, IL
0.115156405546,Roanoke, VA
0.0588077339638,Sierra Vista-Douglas, AZ
0.0429827728316,Southeast Missouri nonmetropolitan area
0.1271492643,Wichita, KS
0.13631281206,Springfield, MO
0.110047412315,Anchorage, AK
7.24775348908e-12,South Bend-Mishawaka, IN-MI
0.424625485904,Sumter, SC
2.36192849688e-13,San Luis Obispo-Paso Robles-Arroyo Grande, CA
0.0458096905377,Southeast Oklahoma nonmetropolitan area
0.0733114493186,Tuscaloosa, AL
0.100118665094,Portland-South Portland, ME
0.0944182617393,Framingham, MA NECTA Division
0.0783044028878,Erie, PA
4.29322989734e-11,Greensboro-High Point, NC
0.181817359062,Lancaster, PA
0.0982188761509,Charleston-North Charleston, SC
6.30753594288e-13,Peabody-Salem-Beverly, MA NECTA Division
0.370884056703,Niles-Benton Harbor, MI
0.0443792020599,Southeast Idaho nonmetropolitan area
0.10418007586,Madison, WI
0.0393332006732,East Washington nonmetropolitan area
1.31227704708e-12,Portland-Vancouver-Hillsboro, OR-WA
0.0805893950998,Huntsville, AL
0.106469590282,Yuma, AZ
7.20333685691e-13,Sacramento--Roseville--Arden-Arcade, CA
1.73830364821e-07,Tampa-St. Petersburg-Clearwater, FL
0.108785425147,Farmington, NM
1.05229513878e-06,Pittsburgh, PA
0.0600862021753,Gainesville, GA
0.318527965804,Vineland-Bridgeton, NJ
1.80190977246e-12,Seattle-Tacoma-Bellevue, WA
0.0625536853563,Santa Rosa, CA
5.41551185435e-07,Minneapolis-St. Paul-Bloomington, MN-WI
7.65168344606e-13,New Orleans-Metairie, LA
0.11261982568,Grants Pass, OR
3.68646778478e-07,Hanford-Corcoran, CA
0.130275663162,Bloomington, IN
1.80338082831e-06,Milwaukee-Waukesha-West Allis, WI
0.132409889657,Jackson, MS
0.5338019476,Dutchess County-Putnam County, NY Metropolitan Division
1.00819376377e-07,Parkersburg-Vienna, WV
1.92630554077e-13,Anaheim-Santa Ana-Irvine, CA Metropolitan Division
4.24067568543e-07,Canton-Massillon, OH
0.318309793762,Binghamton, NY
0.304666180081,Fargo, ND-MN
7.98290447564e-18,Chicago-Naperville-Arlington Heights, IL Metropolitan Division
4.38413999634e-12,Hartford-West Hartford-East Hartford, CT
9.51357431698e-08,Santa Maria-Santa Barbara, CA
0.324503734022,Rochester, NY
0.149709293193,Longview, TX
0.151250271998,Ithaca, NY
1.66883210167e-17,New York-Newark-Jersey City, NY-NJ-PA
2.21256851985e-07,Mount Vernon-Anacortes, WA
0.13853389622,Casper, WY
1.32412688837e-12,Chicago-Naperville-Elgin, IL-IN-WI
0.068169587815,Southeast Alaska nonmetropolitan area
1.01298108357e-12,Orlando-Kissimmee-Sanford, FL
0.0467027437597,Santa Fe, NM
0.0150832998272,Piedmont North Carolina nonmetropolitan area
0.0483960190354,San Rafael, CA Metropolitan Division
0.414287549875,Shreveport-Bossier City, LA
1.059259956e-16,Allentown-Bethlehem-Easton, PA-NJ
0.107368337134,Sebring, FL
4.36002453678e-13,Silver Spring-Frederick-Rockville, MD Metropolitan Division
0.064500002596,Reading, PA
0.218431516989,South Central Kentucky nonmetropolitan area
0.235133077563,Appleton, WI
