mean,regionname,state
86611.6484375,Maggie Valley,NC
42369.8789062,Port Charlotte,FL
91689.15625,Bellflower,CA
225957.03125,Monterey Park,CA
123071.085938,Tigard,OR
119761.84375,Eugene,OR
90216.46875,Arden-Arcade,CA
86911.2421875,North Las Vegas,NV
27094.3769531,Rochester,NH
90747.7890625,Oroville,CA
90284.7421875,West Little River,FL
37849.3984375,Palm Springs,FL
127656.625,Glocester,RI
63020.4804688,North Bend,OR
33084.7382812,Columbus,IN
54291.1640625,Shelbyville,IN
105177.507812,Plainsboro Township,NJ
125813.65625,Westmont,IL
244391.5625,White Plains,NY
62261.8476562,York,PA
150357.03125,Ocean City,MD
10071.8876953,Marion,IN
70223.296875,Roanoke,VA
166627.703125,Graham,WA
44282.7304688,Brownsville,TX
113323.296875,Stafford Springs,CT
114946.1875,Town of Newburgh,NY
67312.453125,Rocky Mount,NC
126827.710938,Roseville,CA
41065.4609375,Beverly Hills,FL
137675.5,Milford,CT
132929.3125,Patterson,NY
362084.125,Foster City,CA
121661.445312,Doylestown Township,PA
115082.734375,Lynn,MA
330757.0,Larkspur,CA
43316.8671875,Greenacres,FL
63194.3789062,Sandusky,OH
88010.0390625,Effingham,IL
82579.921875,Leavenworth,WA
93155.0234375,Conshohocken,PA
287899.21875,Brookline,MA
91332.53125,Dracut,MA
93431.328125,North Wales,PA
138883.9375,East Haddam,CT
226624.90625,Watertown,MA
10975.1005859,Saginaw,MI
105131.726562,North Wildwood,NJ
75813.65625,Windsor Locks,CT
157690.765625,Estes Park,CO
51609.6367188,Cleveland,GA
69895.984375,Springfield,MA
177918.875,Herndon,VA
96074.296875,Schaumburg,IL
126732.929688,Town of Portland,CT
200274.703125,Eastham,MA
117043.773438,Limerick,PA
111322.890625,Raleigh,NC
67168.2734375,Ives Estates,FL
145913.25,Panama City Beach,FL
186052.203125,Dedham,MA
122543.773438,Goffstown,NH
44303.6132812,Egypt Lake-Leto,FL
347068.90625,Long Beach,NY
89133.734375,Branford,CT
139315.65625,Decatur,GA
325919.25,Castro Valley,CA
197637.34375,Port Townsend,WA
134183.9375,Taunton,MA
78235.34375,Town of Hampton,NH
143100.40625,Marbletown,NY
176730.515625,Mount Vernon,WA
92961.046875,Agoura Hills,CA
126023.296875,Seaside,OR
173305.625,Garden Grove,CA
91246.5859375,Jupiter,FL
126317.265625,Woodstock,CT
75994.375,Ridgway,CO
9115.26074219,Edcouch,TX
24027.7109375,Pompano Beach,FL
86096.3828125,Kenosha,WI
194441.359375,Reston,VA
16676.7070312,Jackson,NH
153602.40625,West New York,NJ
122873.898438,Gold Bar,WA
100223.695312,Queensbury,NY
199094.78125,Philadelphia,PA
262753.40625,Rosemead,CA
42196.3867188,North River Shores,FL
128110.445312,Norfolk,VA
43240.1601562,Town of Lenox,MA
115338.15625,Columbia,MD
173048.1875,Hutchinson Island South,FL
157583.125,Waialua,HI
104275.5,Clinton,MA
101945.382812,Casper,WY
286545.0,Cambridge,MA
93743.7734375,Walled Lake,MI
110980.320312,West Point,CA
92125.3046875,Kendall,FL
228921.6875,Kahuku,HI
250506.03125,Town of Falmouth,MA
62663.0507812,Fairhope,AL
146201.609375,Louisville,CO
131205.625,Woburn,MA
14441.7666016,Springfield,OH
176638.546875,Guilford,CT
80709.640625,Lexington,KY
60917.2695312,Lyons,CO
18083.5332031,Covington,KY
71334.1328125,Saint Peters,MO
26394.7792969,Olivehurst,CA
48576.7070312,Rocky River,OH
28587.5507812,Terre Haute,IN
239697.984375,Huntington Beach,CA
152605.625,Healdsburg,CA
130020.882812,Phoenixville,PA
95462.25,Schiller Park,IL
142999.59375,Arlington,WA
247989.953125,Arlington,VA
101659.4375,Edgemoor,DE
367157.0,Pismo Beach,CA
106193.171875,Grand Rapids,MI
203996.390625,Maunaloa,HI
146380.328125,Corvallis,OR
44894.3789062,Orlando,FL
204555.828125,Oak Park,CA
46804.4179688,Boonville,IN
99663.8515625,Billerica,MA
79918.0703125,Suncook,NH
223458.234375,Bonney Lake,WA
57746.1835938,Northfield,OH
212959.4375,Narragansett,RI
50261.0429688,Vero Beach,FL
183049.796875,Miami,FL
315089.59375,Hermosa Beach,CA
181960.234375,Yorba Linda,CA
39003.6132812,Barberton,OH
32614.859375,Thornton,NH
35252.2070312,Dunedin,FL
83555.421875,Oak Lawn,IL
46180.7226562,Pine Lawn,MO
210196.390625,Guttenberg,NJ
23366.265625,Cape Girardeau,MO
75677.5078125,Crystal River,FL
86695.984375,Cleveland Heights,OH
56994.3789062,Hermiston,OR
23033.734375,Kelso,WA
54229.3164062,Canton,NC
41280.7226562,Hibbing,MN
40906.828125,Webster Groves,MO
46818.4726562,West Mifflin,PA
176402.40625,Englewood,NJ
60765.8632812,Walla Walla,WA
163468.671875,Montvale,NJ
20182.3300781,Davie,FL
211406.03125,Nevada City,CA
100134.132812,Maplewood,MO
21125.703125,Town of Newmarket,NH
66172.6875,Nederland,CO
92531.328125,Kingston,NY
71953.8125,Torrington,CT
151541.765625,San Pablo,CA
214148.59375,Rockport,MA
67268.671875,Midlothian,VA
162831.734375,South Jordan,UT
154136.953125,White Center,WA
105263.453125,Wolcottville,IN
107857.429688,Ben Lomond,CA
45121.2851562,Tell City,IN
108935.742188,Dent,OH
31386.3457031,Frankfort,IN
314961.75,Sonoma,CA
137841.359375,Gardena,CA
10353.0117188,Lima,OH
59011.6484375,Wethersfield,CT
127987.953125,Shoreline,WA
48612.4492188,Elizabeth Township,PA
119916.867188,Waterford,CT
570621.375,Castle Rock,CO
29653.4140625,Miramar,FL
308856.1875,Sunnyvale,CA
179166.265625,Mill Valley,CA
131753.015625,Winchester,MA
175852.203125,Woodbury,MN
171649.0,Fort Myers Beach,FL
92718.875,Carlsbad,CA
64506.828125,Campton,NH
139395.984375,Salida,CO
48579.1171875,Montrose,CO
33427.7109375,South Hadley,MA
99479.1171875,Rolling Meadows,IL
165101.609375,Placerville,CA
147262.25,Celebration,FL
184008.03125,Buena Vista,CO
138030.515625,Denver,CO
40576.7070312,Cypress Gardens,FL
34107.2304688,Scott Township,PA
97944.578125,Burlington,WA
102438.953125,Hallandale,FL
33742.9726562,Century Village,FL
15588.7548828,Geneva-on-the-Lake,OH
42703.6132812,Reading,PA
189912.453125,Waltham,MA
94938.15625,Pittsfield,MA
25273.8964844,Sebring,FL
66529.3203125,Nampa,ID
50980.7226562,Pueblo,CO
269883.9375,Papillion,NE
117018.476562,Napa,CA
98709.640625,New Castle,DE
103164.257812,Fall River,MA
59123.2929688,Plant City,FL
61960.640625,Bismarck,ND
98291.1640625,Palatine,IL
77835.34375,Nicholasville,KY
402684.78125,Sebastopol,CA
63305.6210938,Seymour,CT
112930.117188,Deming,WA
148311.640625,Town of Londonderry,NH
111529.320312,Buena Park,CA
346785.21875,Greenwich,CT
156362.65625,Stamford,CT
93646.984375,Affton,MO
223711.640625,Kailua,HI
31005.6230469,Brazil,IN
262998.78125,Concord,MA
168945.78125,Wayzata,MN
49997.1875,Ferguson,MO
96556.625,Clarendon Hills,IL
171587.546875,Santa Clarita,CA
101203.210938,Woodland Park,CO
277475.90625,Albany,CA
122393.171875,Raynham,MA
54261.4453125,Hot Springs,AR
61953.8164062,Pontiac,MI
279822.0625,Town of Scituate,MA
58042.9726562,Lake Lotawana,MO
116612.453125,Plymouth,CT
38883.1328125,Kirkland,WA
85197.59375,Saint Augustine,FL
27079.5175781,Norwich,CT
47106.0234375,Town of Rochester,NY
53634.1367188,Erie,PA
93158.6328125,Eagan,MN
25138.5546875,Apple Valley,MN
67061.046875,Concord,NH
72400.0,La Grande,OR
154942.171875,Malden,MA
28081.125,Conway,NH
62728.515625,Norfolk,NE
66868.2734375,West Springfield,MA
77606.0234375,Hollywood,FL
74062.6484375,East Los Angeles,CA
172861.453125,Enumclaw,WA
34751.40625,Morgantown,IN
320185.53125,New York,NY
90712.8515625,Maryland Heights,MO
42310.84375,Peoria Heights,IL
54201.6054688,East Hartford,CT
48881.9257812,Springfield,MO
85324.09375,Town of Duxbury,MA
151100.796875,La Quinta,CA
88638.5546875,Manheim Township,PA
103988.757812,Colville,WA
213972.296875,Bethesda,MD
13914.859375,Augusta,GA
108434.9375,Navarre,FL
127809.640625,Southwick,MA
61359.0351562,La Verne,CA
104619.273438,Lancaster,CA
90185.140625,Selah,WA
154518.078125,Chelsea,MA
79698.390625,Robbinsdale,MN
202988.359375,Lehi,UT
20916.0644531,Walkerton,IN
236553.015625,Coupeville,WA
111101.609375,Sunset Beach,NC
66718.4765625,Anderson,SC
134792.765625,Kaneohe,HI
49577.109375,Harrison Township,PA
90451.40625,Albany,OR
24486.7460938,Hyde Park,NY
368101.5,Berkeley,CA
302478.3125,Burbank,CA
193290.359375,Kailua Kona,HI
50521.2851562,Sanford,NC
128789.554688,Richmond,VA
37245.78125,Peoria,IL
85520.8828125,Longview,WA
124304.820312,Burrillville,RI
83536.546875,Riverhead,NY
174698.796875,Hackensack,NJ
237822.09375,Camano Island,WA
167589.15625,Los Altos,CA
109944.179688,The Crossings,FL
153363.453125,Town of Hingham,MA
20150.6015625,Hudson,OH
114210.445312,Destin,FL
94575.1015625,Miami Lakes,FL
167308.4375,Norton,MA
22720.4824219,Albion,IN
92738.15625,Town of Exeter,NH
214338.15625,Tavernier,FL
46140.9648438,Connersville,IN
106704.820312,Paradise,CA
81978.3125,Hoffman Estates,IL
110696.382812,Scottsdale,AZ
143486.34375,Bandon,OR
40026.1054688,Gulf Shores,AL
104470.28125,Bailey,CO
103588.757812,Cypress,CA
177243.78125,Secaucus,NJ
110345.382812,Hartsel,CO
154352.203125,Portsmouth,NH
158030.515625,Ashburn,VA
61197.1875,Grove City,OH
157959.4375,Barrington,NH
58195.5820312,Loon Lake,WA
71926.1015625,Idaho Falls,ID
182444.171875,Molalla,OR
78138.15625,Royal Oak,MI
133871.890625,Weymouth,MA
116544.179688,New Bedford,MA
125820.078125,Sacramento,CA
104397.992188,Big Bear City,CA
59592.7695312,Cashmere,WA
137739.765625,Oakhurst,CA
191110.046875,Portland,OR
29331.7265625,Concrete,WA
181808.03125,Lorton,VA
119997.992188,Amherst,MA
106758.234375,Troy,MI
56683.1328125,Saint Clair Shores,MI
85836.546875,Middletown,NY
101839.757812,Shelton,WA
32884.7382812,Pendleton,OR
243340.5625,Wellfleet,MA
173859.4375,Saugus,MA
293393.9375,Goleta,CA
378554.15625,Aptos,CA
50539.7578125,Ontario,CA
120846.585938,Guffey,CO
110997.59375,Gulf Breeze,FL
109743.773438,Maplewood,MN
17210.84375,Washington,PA
159609.234375,Edmonds,WA
53310.0390625,Riverview,FL
16890.7636719,Athens,GA
126530.523438,Springfield,VA
124765.867188,Brooklyn Park,MN
43832.9335938,Winter Haven,FL
98326.90625,Golden,CO
116008.4375,Pawtucket,RI
338120.34375,Redondo Beach,CA
122128.914062,Park Ridge,IL
98689.5546875,Wahiawa,HI
156789.953125,Fontana,CA
177440.5625,Oakton,VA
101529.71875,Panama City,FL
57108.03125,Milton,FL
163289.15625,Plymouth,MA
96617.265625,Hendersonville,NC
43710.84375,Pollock Pines,CA
102578.3125,Saint Simons Island,GA
70442.171875,Hoodsport,WA
81728.9140625,Dublin,OH
71337.75,Signal Hill,CA
58829.3164062,Ross Township,PA
134113.65625,Carmel,NY
27263.0527344,Bay Saint Louis,MS
121355.023438,Yelm,WA
113255.421875,Warren,RI
131317.265625,Altadena,CA
85820.484375,Town of Oxford,MA
32509.2363281,Oakville,MO
